,ubigeo
26323,0603020012
26324,0603020013
26325,0603020014
26326,0603020015
26327,0603020016
26328,0603020017
26329,0603020018
26330,0603020019
26331,0603020020
26332,0603020021
26333,0603030001
26334,0603030002
26335,0603030003
26336,0603030004
26337,0603030005
26338,0603030006
26339,0603030007
26340,0603030008
26341,0603030009
26342,0603030010
26343,0603030011
26344,0603030012
26345,0603030013
26346,0603030014
26347,0603030015
26348,0603030016
26349,0603030017
26350,0603030018
26351,0603030019
26352,0603030020
26353,0603030021
26354,0603030022
26355,0603030023
26356,0603030024
26357,0603030025
26358,0603030026
26359,0603030027
26360,0603030028
26361,0603030029
26362,0603030030
26363,0603030031
26364,0603030032
26365,0603030033
26366,0603030034
26367,0603030035
26368,0603030036
26369,0603030037
26370,0603030038
26371,0603030039
26372,0603030040
26373,0603030041
26374,0603030042
26375,0603030043
26376,0603030044
26377,0603030045
26378,0603030046
26379,0603030047
26380,0603030048
26381,0603030049
26382,0603030050
26383,0603030051
26384,0603030052
26385,0603030053
26386,0603030054
26387,0603030055
26388,0603030056
26389,0603030057
26390,0603030058
26391,0603040001
26392,0603040002
26393,0603040003
26394,0603040004
26395,0603040005
26396,0603040006
26397,0603040007
26398,0603040008
26399,0603040009
26400,0603040010
26401,0603040011
26402,0603040012
26403,0603040013
26404,0603040014
26405,0603040015
26406,0603040016
26407,0603040017
26408,0603040018
26409,0603040019
26410,0603040020
26411,0603040021
26412,0603040022
26413,0603040023
26414,0603040024
26415,0603040025
26416,0603040026
26417,0603040027
26418,0603040028
26419,0603040029
26420,0603040030
26421,0603040031
26422,0603040032
26423,0603040033
26424,0603040034
26425,0603040035
26426,0603040036
26427,0603040037
26428,0603040038
26429,0603040039
26430,0603040040
26431,0603040041
26432,0603040042
26433,0603040043
26434,0603040044
26435,0603040045
26436,0603040046
26437,0603040047
26438,0603040048
26439,0603040049
26440,0603040050
26441,0603040051
26442,0603040052
26443,0603040053
26444,0603040054
26445,0603040055
26446,0603040056
26447,0603040057
26448,0603040058
26449,0603040059
26450,0603040060
26451,0603040061
26452,0603040062
26453,0603040063
26454,0603040064
26455,0603040065
26456,0603040066
26457,0603040067
26458,0603040068
26459,0603040069
26460,0603040070
26461,0603040071
26462,0603040072
26463,0603040073
26464,0603050001
26465,0603050002
26466,0603050003
26467,0603050004
26468,0603050005
26469,0603050006
26470,0603050007
26471,0603050008
26472,0603050009
26473,0603050010
26474,0603050011
26475,0603050012
26476,0603050013
26477,0603050014
26478,0603050015
26479,0603050016
26480,0603050017
26481,0603060001
26482,0603060002
26483,0603060003
26484,0603060004
26485,0603060005
26486,0603060006
26487,0603060007
26488,0603060008
26489,0603060009
26490,0603060010
26491,0603060011
26492,0603060012
26493,0603060013
26494,0603060014
26495,0603060015
26496,0603060016
26497,0603060017
26498,0603060018
26499,0603060019
26500,0603060020
26501,0603060021
26502,0603060022
26503,0603060023
26504,0603070001
26505,0603070002
26506,0603070003
26507,0603070004
26508,0603070005
26509,0603070006
26510,0603070007
26511,0603070008
26512,0603070009
26513,0603070010
26514,0603070011
26515,0603070012
26516,0603070013
26517,0603070014
26518,0603070015
26519,0603070016
26520,0603070017
26521,0603070018
26522,0603070019
26523,0603070020
26524,0603070021
26525,0603080001
26526,0603080002
26527,0603080003
26528,0603080004
26529,0603080005
26530,0603080006
26531,0603080007
26532,0603080008
26533,0603080009
26534,0603080010
26535,0603080011
26536,0603080012
26537,0603080013
26538,0603080014
26539,0603080015
26540,0603080016
26541,0603080017
26542,0603080018
26543,0603080019
26544,0603080020
26545,0603080021
26546,0603080022
26547,0603080023
26548,0603080024
26549,0603080025
26550,0603080026
26551,0603080027
26552,0603080028
26553,0603080029
26554,0603080030
26555,0603080031
26556,0603080032
26557,0603080033
26558,0603080034
26559,0603080035
26560,0603080036
26561,0603080037
26562,0603080038
26563,0603080039
26564,0603080040
26565,0603080041
26566,0603080042
26567,0603080043
26568,0603080044
26569,0603080045
26570,0603080046
26571,0603080047
26572,0603080048
26573,0603080049
26574,0603080050
26575,0603080051
26576,0603080052
26577,0603080053
26578,0603080054
26579,0603080055
26580,0603080056
26581,0603080057
26582,0603080058
26583,0603090001
26584,0603090002
26585,0603090003
26586,0603090004
26587,0603090005
26588,0603090006
26589,0603090007
26590,0603090008
26591,0603090009
26592,0603090010
26593,0603090011
26594,0603090012
26595,0603090013
26596,0603090014
26597,0603090015
26598,0603090016
26599,0603090017
26600,0603090018
26601,0603090019
26602,0603090020
26603,0603090021
26604,0603090022
26605,0603090023
26606,0603090024
26607,0603090025
26608,0603090026
26609,0603090027
26610,0603090028
26611,0603090029
26612,0603090030
26613,0603090031
26614,0603090032
26615,0603090033
26616,0603090034
26617,0603090035
26618,0603090036
26619,0603090037
26620,0603090038
26621,0603090039
26622,0603090040
26623,0603090041
26624,0603090042
26625,0603090043
26626,0603090044
26627,0603090045
26628,0603090046
26629,0603090047
26630,0603090048
26631,0603090049
26632,0603090050
26633,0603090051
26634,0603090052
26635,0603090053
26636,0603090054
26637,0603090055
26638,0603090056
26639,0603090057
26640,0603090058
26641,0603090059
26642,0603090060
26643,0603090061
26644,0603090062
26645,0603090063
26646,0603090064
26647,0603090065
26648,0603090066
26649,0603090067
26650,0603090068
26651,0603090069
26652,0603090070
26653,0603090071
26654,0603090072
26655,0603090073
26656,0603090074
26657,0603090075
26658,0603090076
26659,0603100001
26660,0603100002
26661,0603100003
26662,0603100004
26663,0603100005
26664,0603100006
26665,0603100007
26666,0603100008
26667,0603100009
26668,0603100010
26669,0603100011
26670,0603100012
26671,0603100013
26672,0603100014
26673,0603100015
26674,0603100016
26675,0603100017
26676,0603100018
26677,0603100019
26678,0603100020
26679,0603100021
26680,0603100022
26681,0603100023
26682,0603100024
26683,0603100025
26684,0603100026
26685,0603100027
26686,0603100028
26687,0603100029
26688,0603100030
26689,0603100031
26690,0603100032
26691,0603110001
26692,0603110002
26693,0603110003
26694,0603110004
26695,0603110005
26696,0603110006
26697,0603110007
26698,0603110008
26699,0603110009
26700,0603110010
26701,0603110011
26702,0603110012
26703,0603110013
26704,0603110014
26705,0603110015
26706,0603110016
26707,0603110017
26708,0603110018
26709,0603110019
26710,0603110020
26711,0603110021
26712,0603110022
26713,0603110023
26714,0603110024
26715,0603110025
26716,0603110026
26717,0603110027
26718,0603110028
26719,0603110029
26720,0603110030
26721,0603110031
26722,0603110032
26723,0603110033
26724,0603110034
26725,0603110035
26726,0603110036
26727,0603110037
26728,0603110038
26729,0603110039
26730,0603120001
26731,0603120002
26732,0603120003
26733,0603120004
26734,0603120005
26735,0603120006
26736,0603120007
26737,0603120008
26738,0603120009
26739,0603120010
26740,0603120011
26741,0603120012
26742,0603120013
26743,0603120014
26744,0603120015
26745,0603120016
26746,0603120017
26747,0603120018
26748,0603120019
26749,0603120020
26750,0603120021
26751,0603120022
26752,0603120023
26753,0603120024
26754,0603120025
26755,0603120026
26756,0603120027
26757,0603120028
26758,0603120029
26759,0603120030
26760,0604010001
26761,0604010002
26762,0604010003
26763,0604010004
26764,0604010005
26765,0604010006
26766,0604010007
26767,0604010008
26768,0604010009
26769,0604010010
26770,0604010011
26771,0604010012
26772,0604010013
26773,0604010014
26774,0604010015
26775,0604010016
26776,0604010017
26777,0604010018
26778,0604010019
26779,0604010020
26780,0604010021
26781,0604010022
26782,0604010023
26783,0604010024
26784,0604010025
26785,0604010026
26786,0604010027
26787,0604010028
26788,0604010029
26789,0604010030
26790,0604010031
26791,0604010032
26792,0604010033
26793,0604010034
26794,0604010035
26795,0604010036
26796,0604010037
26797,0604010038
26798,0604010039
26799,0604010040
26800,0604010041
26801,0604010042
26802,0604010043
26803,0604010044
26804,0604010045
26805,0604010046
26806,0604010047
26807,0604010048
26808,0604010049
26809,0604010050
26810,0604010051
26811,0604010052
26812,0604010053
26813,0604010054
26814,0604010055
26815,0604010056
26816,0604010057
26817,0604010058
26818,0604010059
26819,0604010060
26820,0604010061
26821,0604010062
26822,0604010063
26823,0604010064
26824,0604010065
26825,0604010066
26826,0604010067
26827,0604010068
26828,0604010069
26829,0604010070
26830,0604010071
26831,0604010072
26832,0604010073
26833,0604010074
26834,0604010075
26835,0604010076
26836,0604010077
26837,0604010078
26838,0604010079
26839,0604010080
26840,0604010081
26841,0604010082
26842,0604010083
26843,0604010084
26844,0604010085
26845,0604010086
26846,0604010087
26847,0604010088
26848,0604010089
26849,0604010090
26850,0604010091
26851,0604010092
26852,0604020001
26853,0604020002
26854,0604020003
26855,0604020004
26856,0604020005
26857,0604020006
26858,0604020007
26859,0604020008
26860,0604020009
26861,0604020010
26862,0604020011
26863,0604020012
26864,0604020013
26865,0604020014
26866,0604020015
26867,0604030001
26868,0604030002
26869,0604030003
26870,0604030004
26871,0604030005
26872,0604030006
26873,0604030007
26874,0604030008
26875,0604030009
26876,0604030010
26877,0604030011
26878,0604030012
26879,0604030013
26880,0604030014
26881,0604030015
26882,0604030016
26883,0604030017
26884,0604030018
26885,0604030019
26886,0604030020
26887,0604030021
26888,0604030022
26889,0604040001
26890,0604040002
26891,0604040003
26892,0604040004
26893,0604040005
26894,0604040006
26895,0604040007
26896,0604040008
26897,0604040009
26898,0604040010
26899,0604040011
26900,0604040012
26901,0604040013
26902,0604040014
26903,0604040015
26904,0604040016
26905,0604040017
26906,0604050001
26907,0604050002
26908,0604050003
26909,0604050004
26910,0604050005
26911,0604050006
26912,0604050007
26913,0604050008
26914,0604050009
26915,0604050010
26916,0604050011
26917,0604050012
26918,0604050013
26919,0604050014
26920,0604050015
26921,0604050016
26922,0604050017
26923,0604050018
26924,0604050019
26925,0604050020
26926,0604050021
26927,0604050022
26928,0604050023
26929,0604050024
26930,0604050025
26931,0604050026
26932,0604050027
26933,0604050028
26934,0604060001
26935,0604060002
26936,0604060003
26937,0604060004
26938,0604060005
26939,0604060006
26940,0604060007
26941,0604060008
26942,0604060009
26943,0604060010
26944,0604060011
26945,0604060012
26946,0604060013
26947,0604060014
26948,0604060015
26949,0604060016
26950,0604060017
26951,0604060018
26952,0604060019
26953,0604060020
26954,0604060021
26955,0604060022
26956,0604070001
26957,0604070002
26958,0604070003
26959,0604070004
26960,0604070005
26961,0604070006
26962,0604070007
26963,0604070008
26964,0604070009
26965,0604070010
26966,0604070011
26967,0604070012
26968,0604070013
26969,0604070014
26970,0604070015
26971,0604070016
26972,0604070017
26973,0604070018
26974,0604070019
26975,0604070020
26976,0604070021
26977,0604070022
26978,0604070023
26979,0604070024
26980,0604070025
26981,0604070026
26982,0604070027
26983,0604070028
26984,0604070029
26985,0604070030
26986,0604080001
26987,0604080002
26988,0604080003
26989,0604080004
26990,0604080005
26991,0604080006
26992,0604080007
26993,0604080008
26994,0604080009
26995,0604080010
26996,0604080011
26997,0604080012
26998,0604080013
26999,0604080014
27000,0604080015
27001,0604080016
27002,0604080017
27003,0604080018
27004,0604080019
27005,0604080020
27006,0604080021
27007,0604080022
27008,0604080023
27009,0604080024
27010,0604080025
27011,0604080026
27012,0604080027
27013,0604080028
27014,0604080029
27015,0604080030
27016,0604080031
27017,0604080032
27018,0604080033
27019,0604080034
27020,0604080035
27021,0604080036
27022,0604080037
27023,0604080038
27024,0604080039
27025,0604080040
27026,0604080041
27027,0604080042
27028,0604090001
27029,0604090002
27030,0604090003
27031,0604090004
27032,0604090005
27033,0604090006
27034,0604090007
27035,0604090008
27036,0604090009
27037,0604090010
27038,0604090011
27039,0604090012
27040,0604090013
27041,0604090014
27042,0604090015
27043,0604090016
27044,0604090017
27045,0604090018
27046,0604090019
27047,0604090020
27048,0604090021
27049,0604090022
27050,0604090023
27051,0604090024
27052,0604090025
27053,0604090026
27054,0604090027
27055,0604090028
27056,0604090029
27057,0604090030
27058,0604090031
27059,0604090032
27060,0604090033
27061,0604090034
27062,0604090035
27063,0604090036
27064,0604090037
27065,0604090038
27066,0604090039
27067,0604090040
27068,0604090041
27069,0604090042
27070,0604090043
27071,0604090044
27072,0604090045
27073,0604090046
27074,0604090047
27075,0604090048
27076,0604090049
27077,0604090050
27078,0604090051
27079,0604090052
27080,0604090053
27081,0604090054
27082,0604090055
27083,0604090056
27084,0604090057
27085,0604090058
27086,0604100001
27087,0604100002
27088,0604100003
27089,0604100004
27090,0604100005
27091,0604100006
27092,0604100007
27093,0604100008
27094,0604100009
27095,0604100010
27096,0604100011
27097,0604100012
27098,0604100013
27099,0604100014
27100,0604100015
27101,0604100016
27102,0604100017
27103,0604100018
27104,0604100019
27105,0604100020
27106,0604100021
27107,0604100022
27108,0604100023
27109,0604100024
27110,0604100025
27111,0604100026
27112,0604100027
27113,0604100028
27114,0604100029
27115,0604100030
27116,0604100031
27117,0604100032
27118,0604100033
27119,0604100034
27120,0604100035
27121,0604100036
27122,0604100037
27123,0604100038
27124,0604110001
27125,0604110002
27126,0604110003
27127,0604110004
27128,0604110005
27129,0604110006
27130,0604110007
27131,0604110008
27132,0604110009
27133,0604110010
27134,0604110011
27135,0604110012
27136,0604110013
27137,0604110014
27138,0604110015
27139,0604110016
27140,0604110017
27141,0604110018
27142,0604110019
27143,0604110020
27144,0604110021
27145,0604110022
27146,0604110023
27147,0604110024
27148,0604110025
27149,0604110026
27150,0604110027
27151,0604110028
27152,0604110029
27153,0604110030
27154,0604110031
27155,0604110032
27156,0604110033
27157,0604110034
27158,0604110035
27159,0604110036
27160,0604110037
27161,0604110038
27162,0604110039
27163,0604110040
27164,0604110041
27165,0604110042
27166,0604110043
27167,0604110044
27168,0604110045
27169,0604110046
27170,0604110047
27171,0604110048
27172,0604110049
27173,0604110050
27174,0604110051
27175,0604110052
27176,0604110053
27177,0604110054
27178,0604110055
27179,0604110056
27180,0604110057
27181,0604110058
27182,0604110059
27183,0604110060
27184,0604110061
27185,0604110062
27186,0604110063
27187,0604110064
27188,0604110065
27189,0604110066
27190,0604110067
27191,0604110068
27192,0604110069
27193,0604110070
27194,0604110071
27195,0604110072
27196,0604110073
27197,0604110074
27198,0604110075
27199,0604110076
27200,0604110077
27201,0604110078
27202,0604110079
27203,0604110080
27204,0604110081
27205,0604110082
27206,0604110083
27207,0604120001
27208,0604120002
27209,0604120003
27210,0604120004
27211,0604120005
27212,0604120006
27213,0604120007
27214,0604120008
27215,0604120009
27216,0604120010
27217,0604120011
27218,0604120012
27219,0604120013
27220,0604120014
27221,0604120015
